ID_Factura,Fecha_Venta,ID_Cliente,Categoria_Producto,Precio_Unitario,Cantidad,Canal_Venta
FAC_1748,2026-03-22,CLI_0140,Tapetes,92923,1,Web
FAC_1341,2026-07-22,CLI_0089,Forros_Asiento,133433,2,WhatsApp
FAC_2105,2026-04-29,CLI_0116, Forros_Asiento ,49583,1,Tienda Física
FAC_1521,2025-08-07,CLI_0143,Accesorios,20448,1,Web
FAC_1828,2026-05-26,CLI_0070,tapetes,161636,2,Web
FAC_2107,2026-07-26,CLI_0018,Forros_Asiento,162782,2,Tienda Física
FAC_1863,2025-08-15,CLI_0040,Accesorios,29741,-1,Tienda Física
FAC_1656,2025-11-26,CLI_0237,Forros_Asiento,148159,1,Tienda Física
FAC_1433,2026-06-29,CLI_0197,Forros_Asiento,152616,1,Tienda Física
FAC_1586,2026-04-16,CLI_0090, Forros_Asiento ,88598,3,WhatsApp
FAC_1538,2026-03-04,CLI_0220,Accesorios,21081,1,Web
FAC_1038,2025-10-16,CLI_0162,Forros_Asiento,149010,1,Tienda Física
FAC_1803,2026-06-07,CLI_0040,Forros_Asiento,143795,3,Web
FAC_1930,2025-10-30,CLI_0209,Tapetes,88535,1,Tienda Física
FAC_1618,2026-01-28,CLI_0273, Forros_Asiento ,23779,1,Tienda Física
FAC_2072,2026-02-11,CLI_0078,Forros_Asiento,148975,1,Web
FAC_2030,2026-02-09,CLI_0143,Tapetes,82434,1,WhatsApp
FAC_2140,2025-08-03,CLI_0163, Forros_Asiento ,121953,1,Tienda Física
FAC_1446,2025-08-14,CLI_0026,Tapetes,83792,1,Web
FAC_2037,2025-12-01,CLI_0242,Forros_Asiento,161470,1,Web
FAC_2004,2025-11-12,CLI_0044, Forros_Asiento ,82088,1,Tienda Física
FAC_1504,2025-08-18,CLI_0100,Tapetes,86528,-1,WhatsApp
FAC_1310,2026-05-03,,Cubre_Volantes,44476,1,WhatsApp
FAC_1061,2026-01-23,CLI_0128,tapetes,52182,1,WhatsApp
FAC_1799,2026-07-05,CLI_0187,Forros_Asiento,131967,1,Tienda Física
FAC_1462,2026-07-06,CLI_0237,Cubre_Volantes,43027,1,WhatsApp
FAC_1941,2025-11-27,CLI_0264,Forros_Asiento,136846,1,Tienda Física
FAC_2155,2026-07-26,,Tapetes,72100,1,WhatsApp
FAC_1458,2026-06-15,CLI_0060,Tapetes,78769,2,Tienda Física
FAC_1847,2025-08-19,CLI_0006,Accesorios,25635,1,Tienda Física
FAC_1667,2025-08-20,CLI_0229,Accesorios,30875,1,Web
FAC_1179,2025-12-17,CLI_0106,Forros_Asiento,152296,2,Tienda Física
FAC_1250,2026-03-13,CLI_0297, Forros_Asiento ,44574,1,Tienda Física
FAC_1730,2026-08-01,CLI_0193,Accesorios,24403,2,Tienda Física
FAC_1690,2026-01-12,CLI_0087,Accesorios,25183,-1,Tienda Física
FAC_1293,2026-05-05,CLI_0202, Forros_Asiento ,76810,1,WhatsApp
FAC_1334,2026-03-16,CLI_0030,tapetes,156759,-1,WhatsApp
FAC_1643,2025-08-29,CLI_0074,Forros_Asiento,123768,3,WhatsApp
FAC_1868,2026-02-04,,Forros_Asiento,137392,-1,WhatsApp
FAC_2053,2026-07-26,CLI_0011,Tapetes,80889,1,WhatsApp
FAC_1334,2026-02-15,CLI_0064,Cubre_Volantes,40146,-1,Tienda Física
FAC_1303,2025-08-07,CLI_0187,Forros_Asiento,147626,1,Tienda Física
FAC_1724,2026-03-08,CLI_0298, Forros_Asiento ,139849,2,Tienda Física
FAC_1881,2026-07-15,CLI_0283,Forros_Asiento,150619,1,Tienda Física
FAC_1065,2025-09-30,CLI_0063,Accesorios,25098,1,Tienda Física
FAC_1583,2025-09-22,CLI_0253,Tapetes,88674,1,Tienda Física
FAC_1138,2026-01-29,CLI_0151,Forros_Asiento,128372,2,Tienda Física
FAC_1666,2025-10-16,CLI_0293,Accesorios,24972,1,WhatsApp
FAC_1031,2025-08-20,CLI_0106,Tapetes,89264,2,Tienda Física
FAC_1540,2026-03-19,CLI_0281,Forros_Asiento,151498,2,Tienda Física
FAC_1734,2025-08-06,CLI_0030,Forros_Asiento,175471,1,Tienda Física
FAC_1007,2026-07-03,CLI_0221,Tapetes,89464,1,Tienda Física
FAC_2091,2026-06-04,CLI_0038,tapetes,138947,1,Tienda Física
FAC_2142,2026-05-29,CLI_0050,Tapetes,89390,2,Tienda Física
FAC_1442,2026-07-24,CLI_0300, Forros_Asiento ,138297,2,Tienda Física
FAC_1996,2025-11-28,CLI_0189,Cubre_Volantes,49018,2,WhatsApp
FAC_1456,2026-05-09,CLI_0138,Cubre_Volantes,43349,2,Tienda Física
FAC_1251,2026-04-28,CLI_0245,Forros_Asiento,167169,1,Tienda Física
FAC_1802,2026-06-28,CLI_0095,Forros_Asiento,158333,3,Tienda Física
FAC_1775,2025-12-29,CLI_0181,Tapetes,89696,1,WhatsApp
FAC_1345,2025-08-03,CLI_0012,Forros_Asiento,163505,1,Tienda Física
FAC_1196,2025-11-05,CLI_0096,Accesorios,22484,1,Tienda Física
FAC_2088,2026-06-16,CLI_0042,Tapetes,90258,1,Tienda Física
FAC_2031,2025-10-10,CLI_0242,Tapetes,81936,1,Tienda Física
FAC_1743,2025-08-06,CLI_0012,Accesorios,24284,1,Tienda Física
FAC_1555,2025-10-28,CLI_0124,Tapetes,75897,3,WhatsApp
FAC_1747,2026-05-26,CLI_0194,Tapetes,94918,1,Tienda Física
FAC_1084,2026-02-08,CLI_0280,Accesorios,29055,3,Tienda Física
FAC_1776,2026-06-10,CLI_0150,Tapetes,88198,1,Tienda Física
FAC_1716,2026-03-31,CLI_0217, Forros_Asiento ,25572,1,Tienda Física
FAC_1405,2026-05-23,CLI_0151,Accesorios,28260,2,Tienda Física
FAC_1843,2025-09-20,CLI_0104,Forros_Asiento,159789,1,Tienda Física
FAC_1970,2025-12-03,,Tapetes,85734,1,Tienda Física
FAC_1061,2026-02-13,CLI_0104,Forros_Asiento,138597,1,Tienda Física
FAC_2064,2026-02-11,CLI_0110,Forros_Asiento,158759,1,Tienda Física
FAC_1381,2026-05-03,CLI_0095,Tapetes,90171,3,Tienda Física
FAC_1356,2025-08-29,CLI_0247,Tapetes,73194,1,Tienda Física
FAC_2172,2025-12-09,CLI_0054,Forros_Asiento,149017,1,WhatsApp
FAC_1671,2026-06-05,CLI_0058,Cubre_Volantes,50746,1,Tienda Física
FAC_1229,2025-11-20,CLI_0008,Forros_Asiento,167206,1,Tienda Física
FAC_1713,2025-09-12,CLI_0204,Forros_Asiento,136246,1,Tienda Física
FAC_2059,2025-11-11,CLI_0275,Forros_Asiento,145141,2,WhatsApp
FAC_1125,2026-03-07,CLI_0043,Tapetes,81093,1,Tienda Física
FAC_1717,2025-10-22,CLI_0137,Forros_Asiento,188320,1,Tienda Física
FAC_1261,2025-10-18,CLI_0267,Forros_Asiento,152941,1,WhatsApp
FAC_2197,2026-01-10,CLI_0230,Accesorios,24993,1,WhatsApp
FAC_1830,2026-04-08,CLI_0052,Forros_Asiento,150578,1,WhatsApp
FAC_1083,2025-10-01,CLI_0154, Forros_Asiento ,142212,3,WhatsApp
FAC_1856,2025-11-13,CLI_0088,Forros_Asiento,150703,2,Web
FAC_2050,2026-01-31,CLI_0116,Cubre_Volantes,42682,2,WhatsApp
FAC_2138,2025-09-08,CLI_0011,Forros_Asiento,145734,2,Tienda Física
FAC_1152,2026-04-13,CLI_0235,Tapetes,79439,2,Web
FAC_1657,2026-04-06,CLI_0164,Forros_Asiento,147279,1,Tienda Física
FAC_2001,2026-02-20,CLI_0238,Forros_Asiento,135330,1,Tienda Física
FAC_1091,2026-03-14,CLI_0047,Tapetes,69751,1,WhatsApp
FAC_1388,2025-08-30,CLI_0217,Tapetes,76745,1,Web
FAC_1492,2026-05-20,CLI_0230,Tapetes,105778,1,WhatsApp
FAC_1279,2025-10-12,,tapetes,157240,1,WhatsApp
FAC_1864,2026-02-23,CLI_0178,Forros_Asiento,151211,1,WhatsApp
FAC_1298,2026-01-01,CLI_0244,Tapetes,94400,1,Tienda Física
FAC_1292,2025-12-13,CLI_0016,Tapetes,83263,-2,Tienda Física
FAC_2051,2026-07-04,CLI_0039,Accesorios,28435,1,Web
FAC_1880,2026-01-24,CLI_0158,Accesorios,28006,1,Tienda Física
FAC_1152,2025-09-13,CLI_0090,Accesorios,24422,2,Tienda Física
FAC_1488,2026-07-04,CLI_0095,Cubre_Volantes,46961,1,Web
FAC_2096,2026-03-27,CLI_0246,Forros_Asiento,157927,2,Tienda Física
FAC_1545,2026-05-12,CLI_0271,Accesorios,23312,1,WhatsApp
FAC_1528,2026-05-22,CLI_0186, Forros_Asiento ,147338,1,Tienda Física
FAC_1063,2026-07-17,,Forros_Asiento,156387,1,Tienda Física
FAC_1511,2026-03-06,CLI_0185,Tapetes,84514,2,Tienda Física
FAC_2132,2026-03-11,CLI_0224,tapetes,148334,1,Tienda Física
FAC_1274,2026-02-23,CLI_0215,Tapetes,74049,1,WhatsApp
FAC_1646,2026-01-19,CLI_0271,Forros_Asiento,152356,2,WhatsApp
FAC_1814,2026-03-06,,Forros_Asiento,156466,1,Tienda Física
FAC_2200,2026-06-25,,Forros_Asiento,154292,1,WhatsApp
FAC_2116,2026-06-30,CLI_0179,Forros_Asiento,148254,1,Tienda Física
FAC_1750,2026-07-11,CLI_0009,Forros_Asiento,175435,3,Tienda Física
FAC_1112,2026-01-28,CLI_0001,Cubre_Volantes,54466,1,Tienda Física
FAC_1660,2026-06-16,CLI_0012,Tapetes,67448,1,Web
FAC_1773,2025-10-06,CLI_0279,Accesorios,26962,2,Web
FAC_1352,2026-04-19,CLI_0146, Forros_Asiento ,93311,1,WhatsApp
FAC_1577,2026-02-19,CLI_0160,Forros_Asiento,147615,1,Tienda Física
FAC_1193,2025-09-01,CLI_0280,Tapetes,85938,1,Tienda Física
FAC_1063,2026-04-28,CLI_0118,Forros_Asiento,145094,1,WhatsApp
FAC_1942,2026-06-09,,Forros_Asiento,135979,1,Web
FAC_1999,2025-09-16,CLI_0203,Forros_Asiento,136537,1,WhatsApp
FAC_1187,2025-08-22,CLI_0045,Forros_Asiento,151685,1,Tienda Física
FAC_1794,2025-10-19,CLI_0151,Forros_Asiento,154844,1,Tienda Física
FAC_1919,2026-03-31,CLI_0187,Forros_Asiento,140930,2,Tienda Física
FAC_1930,2025-10-19,CLI_0294,Tapetes,80319,3,Tienda Física
FAC_1679,2026-01-17,CLI_0046,Tapetes,76791,-2,Tienda Física
FAC_1182,2026-03-30,,Accesorios,20674,3,Web
FAC_1490,2025-08-20,CLI_0158,Forros_Asiento,170521,1,Web
FAC_1509,2026-01-09,CLI_0103,Forros_Asiento,161149,1,Tienda Física
FAC_2097,2025-11-13,CLI_0168,Tapetes,90771,1,Tienda Física
FAC_1264,2026-07-08,CLI_0137,Tapetes,85397,1,WhatsApp
FAC_1288,2025-08-16,CLI_0077,Tapetes,85517,1,Tienda Física
FAC_1223,2025-11-02,CLI_0058,Forros_Asiento,136074,1,Tienda Física
FAC_2074,2025-08-02,CLI_0075,Tapetes,93448,1,Tienda Física
FAC_1150,2026-02-28,CLI_0152,Cubre_Volantes,44490,1,Tienda Física
FAC_1293,2026-03-29,CLI_0035,Accesorios,22776,1,WhatsApp
FAC_1196,2026-05-01,CLI_0226,Forros_Asiento,164043,-1,WhatsApp
FAC_1894,2026-07-31,CLI_0129,Accesorios,21163,2,Tienda Física
FAC_2111,2026-05-09,CLI_0034,Forros_Asiento,157761,1,Tienda Física
FAC_1184,2025-09-06,CLI_0048,Tapetes,79144,1,Tienda Física
FAC_1226,2025-12-21,CLI_0274,Accesorios,26869,2,Tienda Física
FAC_1915,2026-04-21,CLI_0137, Forros_Asiento ,96363,2,Tienda Física
FAC_1941,2025-08-21,CLI_0069,Forros_Asiento,159931,1,Tienda Física
FAC_1669,2025-08-04,CLI_0013,Tapetes,95703,2,Tienda Física
FAC_2020,2026-05-29,CLI_0067,Accesorios,24006,1,Tienda Física
FAC_1336,2026-03-31,CLI_0099,Forros_Asiento,145850,1,Web
FAC_1383,2026-01-06,CLI_0037,Forros_Asiento,144107,1,Tienda Física
FAC_1806,2026-03-05,CLI_0060,Accesorios,23050,2,Tienda Física
FAC_1006,2025-11-22,CLI_0206,Cubre_Volantes,47518,1,Tienda Física
FAC_2186,2026-02-25,CLI_0276,Accesorios,24570,1,Tienda Física
FAC_1315,2026-06-16,CLI_0220,tapetes,167921,2,Tienda Física
FAC_1783,2025-08-12,CLI_0192,Tapetes,79158,1,WhatsApp
FAC_1074,2025-12-06,CLI_0144,Forros_Asiento,150159,1,WhatsApp
FAC_1902,2026-07-16,CLI_0035,Accesorios,23430,2,WhatsApp
FAC_1850,2026-02-05,CLI_0144,Forros_Asiento,148144,1,Tienda Física
FAC_1040,2025-08-23,CLI_0083,Forros_Asiento,137834,1,WhatsApp
FAC_2129,2026-04-24,CLI_0215,Forros_Asiento,141525,1,WhatsApp
FAC_1274,2025-12-13,CLI_0026,Forros_Asiento,152295,1,Tienda Física
FAC_1076,2026-05-01,CLI_0176,tapetes,149784,1,Tienda Física
FAC_1180,2025-11-15,CLI_0276,Tapetes,91216,1,Tienda Física
FAC_2093,2026-07-25,CLI_0196,tapetes,23099,1,WhatsApp
FAC_1569,2026-05-27,CLI_0001,Tapetes,91751,1,Tienda Física
FAC_1406,2026-02-19,CLI_0298,Accesorios,22201,1,Tienda Física
FAC_1003,2026-07-21,CLI_0209,Forros_Asiento,151366,2,Tienda Física
FAC_1896,2025-08-03,CLI_0099,Accesorios,26333,2,WhatsApp
FAC_1589,2025-09-04,CLI_0273,Tapetes,76684,2,Tienda Física
FAC_1637,2025-10-26,CLI_0079,Forros_Asiento,126712,2,Web
FAC_1302,2026-04-30,CLI_0190,Tapetes,73223,2,Web
FAC_1310,2026-04-09,CLI_0256,Forros_Asiento,142131,2,Tienda Física
FAC_1074,2025-10-14,CLI_0236,Tapetes,84482,1,Tienda Física
FAC_1969,2026-04-13,CLI_0192,Forros_Asiento,147874,1,Tienda Física
FAC_1678,2026-05-08,CLI_0056,Forros_Asiento,153222,1,Tienda Física
FAC_2188,2026-07-28,CLI_0272,Tapetes,95551,-1,WhatsApp
FAC_1715,2026-05-29,CLI_0130,Tapetes,81429,1,Web
FAC_1677,2026-01-29,CLI_0069,Tapetes,77863,2,Web
FAC_1608,2025-12-17,CLI_0265,Forros_Asiento,128863,1,Tienda Física
FAC_1602,2026-04-17,CLI_0157,Tapetes,92034,1,Tienda Física
FAC_1765,2025-11-02,CLI_0097,Forros_Asiento,154825,1,WhatsApp
FAC_1723,2025-08-14,CLI_0059,Forros_Asiento,148740,-1,WhatsApp
FAC_1407,2026-01-17,CLI_0018,tapetes,24733,1,Tienda Física
FAC_1539,2026-06-21,,Accesorios,27401,1,WhatsApp
FAC_2093,2025-11-27,CLI_0196,Tapetes,85317,1,Web
FAC_1951,2026-01-17,CLI_0052,Tapetes,87110,1,WhatsApp
FAC_1568,2026-07-30,CLI_0298,Forros_Asiento,167083,1,Tienda Física
FAC_1371,2026-07-02,CLI_0065,Accesorios,27504,1,Web
FAC_1636,2025-12-23,,Forros_Asiento,129912,1,Tienda Física
FAC_1072,2025-09-18,CLI_0212,Tapetes,92820,1,WhatsApp
FAC_1637,2026-01-13,CLI_0158,Accesorios,28063,1,Tienda Física
FAC_2023,2025-12-21,CLI_0207, Forros_Asiento ,134361,1,WhatsApp
FAC_2052,2026-01-29,CLI_0291, Forros_Asiento ,136631,1,WhatsApp
FAC_1427,2026-07-27,CLI_0277,Forros_Asiento,148614,1,WhatsApp
FAC_1793,2025-11-24,CLI_0074,Forros_Asiento,173547,1,Tienda Física
FAC_1011,2026-03-05,CLI_0162,Forros_Asiento,151307,3,Tienda Física
FAC_1421,2025-10-31,CLI_0147,Forros_Asiento,131740,1,WhatsApp
FAC_1275,2026-05-01,CLI_0150,Forros_Asiento,168814,1,WhatsApp
FAC_2052,2026-01-25,CLI_0198,Tapetes,86388,1,WhatsApp
FAC_1630,2025-09-28,CLI_0027,Forros_Asiento,139810,1,Tienda Física
FAC_1383,2025-12-26,CLI_0185, Forros_Asiento ,144034,1,WhatsApp
FAC_1020,2025-11-20,CLI_0294,Tapetes,85271,2,Tienda Física
FAC_1343,2026-03-05,CLI_0034,Accesorios,27992,1,Tienda Física
FAC_1475,2026-06-15,CLI_0287,Tapetes,91114,1,WhatsApp
FAC_1369,2025-12-26,CLI_0224,Forros_Asiento,131259,1,Web
FAC_1290,2026-04-03,CLI_0126,Tapetes,89567,2,Tienda Física
FAC_1979,2025-11-27,CLI_0204,Tapetes,85615,1,WhatsApp
FAC_1678,2026-01-11,CLI_0209,Tapetes,94272,1,Tienda Física
FAC_1531,2026-02-26,CLI_0114,Tapetes,65466,-1,WhatsApp
FAC_1449,2025-08-15,CLI_0074,Forros_Asiento,133350,2,WhatsApp
FAC_2030,2025-10-11,CLI_0097,Forros_Asiento,128567,1,Tienda Física
FAC_1695,2026-02-01,CLI_0137,Cubre_Volantes,44968,1,Tienda Física
FAC_1517,2026-02-13,CLI_0203,Forros_Asiento,178133,2,Tienda Física
FAC_1920,2026-07-24,CLI_0274,Tapetes,81390,1,WhatsApp
FAC_1597,2025-09-07,CLI_0014,Forros_Asiento,130639,-1,WhatsApp
FAC_1545,2025-11-06,CLI_0265,Forros_Asiento,164250,1,Tienda Física
FAC_1109,2026-01-08,CLI_0026,Tapetes,88470,-1,Tienda Física
FAC_1698,2025-08-30,CLI_0181,Forros_Asiento,149038,1,Tienda Física
FAC_1799,2026-07-25,CLI_0076,Cubre_Volantes,36851,1,WhatsApp
FAC_1433,2026-05-10,CLI_0200,Forros_Asiento,167266,1,WhatsApp
FAC_1543,2025-09-10,CLI_0189,Cubre_Volantes,51270,2,WhatsApp
FAC_1070,2026-01-10,CLI_0134,Tapetes,96419,1,WhatsApp
FAC_1911,2026-07-03,CLI_0090,tapetes,154456,-2,Tienda Física
FAC_1558,2025-09-11,CLI_0068,Tapetes,84350,1,WhatsApp
FAC_1681,2025-11-01,CLI_0140,Cubre_Volantes,41021,1,Web
FAC_1493,2026-02-02,CLI_0236,Tapetes,98031,2,Tienda Física
FAC_1919,2026-02-05,CLI_0130,Forros_Asiento,164404,1,Tienda Física
FAC_1575,2025-08-05,,Accesorios,28796,2,Tienda Física
FAC_2053,2025-12-07,CLI_0192,Forros_Asiento,150394,2,Tienda Física
FAC_1699,2026-05-10,,tapetes,155426,2,Tienda Física
FAC_1515,2026-07-14,CLI_0053,Tapetes,73501,1,Tienda Física
FAC_1124,2026-05-07,,Accesorios,24177,1,WhatsApp
FAC_1419,2025-12-18,CLI_0093,Accesorios,24157,1,Tienda Física
FAC_1044,2026-06-29,CLI_0106,Tapetes,90790,1,WhatsApp
FAC_1456,2026-02-19,CLI_0238,Tapetes,85419,2,Tienda Física
FAC_1992,2025-11-13,,Accesorios,25322,1,Tienda Física
FAC_1284,2026-04-26,CLI_0106,Tapetes,75223,1,WhatsApp
FAC_1576,2026-06-15,CLI_0012,Accesorios,22502,1,WhatsApp
FAC_1254,2025-08-19,CLI_0140, Forros_Asiento ,89828,1,Tienda Física
FAC_1315,2025-08-31,CLI_0010,Tapetes,87064,1,WhatsApp
FAC_1499,2025-12-20,, Forros_Asiento ,141674,2,WhatsApp
FAC_1102,2026-05-26,CLI_0167,Tapetes,88769,1,WhatsApp
FAC_1981,2026-05-11,CLI_0294,tapetes,165133,1,Tienda Física
FAC_1122,2026-07-03,CLI_0145,Tapetes,90073,1,WhatsApp
FAC_1980,2025-11-20,,Forros_Asiento,167720,1,Tienda Física
FAC_1172,2026-02-22,CLI_0018,Forros_Asiento,127059,1,Tienda Física
FAC_1175,2025-08-09,CLI_0283,Forros_Asiento,142675,2,Tienda Física
FAC_1138,2026-03-27,,Accesorios,25411,1,Tienda Física
FAC_2134,2026-06-06,CLI_0018,tapetes,167663,1,Tienda Física
FAC_1733,2025-09-07,CLI_0246,Forros_Asiento,165009,1,WhatsApp
FAC_1293,2026-07-11,CLI_0177, Forros_Asiento ,163383,1,Web
FAC_1789,2025-11-11,,Cubre_Volantes,46262,2,Tienda Física
FAC_1459,2026-07-06,CLI_0279,tapetes,22144,2,Tienda Física
FAC_1271,2025-12-20,CLI_0018,Forros_Asiento,147417,-1,Web
FAC_1217,2025-10-14,CLI_0285,Tapetes,71264,1,Tienda Física
FAC_2200,2026-02-18,CLI_0108,Tapetes,87237,1,Web
FAC_2194,2026-01-18,CLI_0282,Forros_Asiento,138929,1,WhatsApp
FAC_2002,2025-08-16,CLI_0005,Forros_Asiento,143064,1,Tienda Física
FAC_1048,2026-04-25,CLI_0143,Accesorios,22710,1,Tienda Física
FAC_1427,2025-09-09,CLI_0255,Cubre_Volantes,48436,2,WhatsApp
FAC_1066,2026-04-14,CLI_0108, Forros_Asiento ,131469,1,WhatsApp
FAC_1168,2025-12-31,CLI_0237,Forros_Asiento,144553,1,Tienda Física
FAC_1927,2026-01-02,,Accesorios,25996,1,Tienda Física
FAC_1104,2026-06-10,,Accesorios,27148,1,WhatsApp
FAC_2112,2025-12-12,,Forros_Asiento,140581,1,Tienda Física
FAC_1558,2026-01-09,,Cubre_Volantes,40898,1,WhatsApp
FAC_1920,2025-09-03,CLI_0221,Cubre_Volantes,41561,1,Tienda Física
FAC_2133,2025-08-25,,Forros_Asiento,170266,2,Tienda Física
FAC_1883,2026-05-02,CLI_0146,Forros_Asiento,171705,2,WhatsApp
FAC_1966,2025-08-10,CLI_0260,Tapetes,74070,-2,Tienda Física
FAC_1276,2026-01-03,,Forros_Asiento,137888,-1,Tienda Física
FAC_1070,2026-02-23,CLI_0273,Forros_Asiento,171873,1,Tienda Física
FAC_2101,2025-09-02,CLI_0090,Forros_Asiento,164366,1,Tienda Física
FAC_2171,2025-10-05,,Tapetes,99428,1,Tienda Física
FAC_1362,2026-01-05,CLI_0239,Cubre_Volantes,46308,1,Tienda Física
FAC_1116,2026-04-25,CLI_0216,Cubre_Volantes,45299,1,Tienda Física
FAC_1732,2025-11-24,CLI_0027,Forros_Asiento,176788,1,Tienda Física
FAC_2186,2025-12-02,CLI_0214,Tapetes,88301,1,WhatsApp
FAC_2005,2026-05-29,CLI_0186,Accesorios,26562,1,WhatsApp
FAC_1788,2025-11-28,CLI_0037,Tapetes,69173,1,WhatsApp
FAC_2093,2026-07-19,CLI_0019,Forros_Asiento,145539,1,Tienda Física
FAC_1609,2026-07-29,,Forros_Asiento,142737,1,WhatsApp
FAC_1292,2025-10-08,CLI_0231,Forros_Asiento,120297,1,WhatsApp
FAC_1927,2026-06-20,CLI_0085,Tapetes,76736,2,WhatsApp
FAC_1215,2025-10-29,CLI_0296, Forros_Asiento ,144736,1,Tienda Física
FAC_1477,2026-03-24,CLI_0221,Forros_Asiento,155936,1,WhatsApp
FAC_1741,2026-06-21,CLI_0071,Cubre_Volantes,45290,1,Tienda Física
FAC_1634,2025-11-16,CLI_0182, Forros_Asiento ,59435,1,WhatsApp
FAC_1541,2026-04-03,CLI_0057,Forros_Asiento,119872,1,Tienda Física
FAC_1197,2025-11-12,CLI_0153,Tapetes,78252,1,Tienda Física
FAC_1532,2025-12-27,CLI_0109,Tapetes,77716,1,WhatsApp
FAC_1246,2026-03-25,CLI_0087,Tapetes,78423,-2,WhatsApp
FAC_2081,2025-09-18,CLI_0118,Tapetes,86518,1,Tienda Física
FAC_1208,2025-11-21,CLI_0258,Cubre_Volantes,43557,1,Tienda Física
FAC_1786,2026-07-26,CLI_0081,Tapetes,87757,1,WhatsApp
FAC_1492,2026-04-30,CLI_0152, Forros_Asiento ,148854,-1,WhatsApp
FAC_1903,2025-11-11,CLI_0099,Tapetes,9593600,1,Tienda Física
FAC_1884,2026-01-07,CLI_0214,Accesorios,24844,1,WhatsApp
FAC_1572,2025-10-29,CLI_0109,Forros_Asiento,136493,1,Tienda Física
FAC_1706,2026-02-26,CLI_0027,Forros_Asiento,106433,1,WhatsApp
FAC_1290,2025-12-01,CLI_0072,Tapetes,81939,1,Tienda Física
FAC_1451,2026-02-19,CLI_0038,Accesorios,23107,1,Tienda Física
FAC_1873,2026-04-20,CLI_0179,Tapetes,79484,1,Web
FAC_1884,2026-03-09,CLI_0204,Forros_Asiento,161392,1,Tienda Física
FAC_2084,2025-08-21,CLI_0166,Forros_Asiento,141375,1,Tienda Física
FAC_1764,2026-02-25,CLI_0140,Accesorios,26031,1,Web
FAC_1804,2025-10-16,CLI_0108,Accesorios,28805,1,Web
FAC_1172,2026-07-19,,Forros_Asiento,167390,2,Tienda Física
FAC_1798,2026-05-23,CLI_0045,Tapetes,84965,1,WhatsApp
FAC_2181,2025-12-27,,Forros_Asiento,147914,2,Tienda Física
FAC_1763,2025-11-11,CLI_0004,Cubre_Volantes,50429,1,Tienda Física
FAC_2097,2026-04-02,CLI_0219,Accesorios,27272,1,Tienda Física
FAC_2076,2025-11-09,CLI_0168,Forros_Asiento,128497,1,WhatsApp
FAC_1132,2025-09-19,,Forros_Asiento,142838,1,Tienda Física
FAC_1976,2025-10-27,CLI_0258,Tapetes,81630,1,Tienda Física
FAC_1834,2025-09-29,CLI_0022,Tapetes,95372,-1,Tienda Física
FAC_2024,2026-01-28,CLI_0216,Accesorios,23835,1,Web
FAC_1095,2026-05-08,CLI_0057,Accesorios,27850,3,WhatsApp
FAC_1135,2026-03-02,CLI_0005,Tapetes,83295,1,Tienda Física
FAC_1834,2026-01-24,CLI_0116,Accesorios,25460,1,Tienda Física
FAC_1551,2025-08-16,CLI_0066,Forros_Asiento,149289,1,Web
FAC_1195,2026-02-02,CLI_0199,Forros_Asiento,143253,1,Tienda Física
FAC_1971,2025-12-22,CLI_0238,Tapetes,80721,1,WhatsApp
FAC_1756,2026-07-12,CLI_0252,Accesorios,23974,1,Tienda Física
FAC_1713,2026-02-16,CLI_0114,Tapetes,78368,2,Tienda Física
FAC_1553,2025-09-23,CLI_0243,Forros_Asiento,139912,1,Tienda Física
FAC_1330,2026-06-03,CLI_0082,Tapetes,88429,1,Tienda Física
FAC_1138,2026-05-31,CLI_0002,Forros_Asiento,144681,3,Tienda Física
FAC_2186,2025-11-08,CLI_0181,Tapetes,87509,1,Tienda Física
FAC_1059,2026-05-04,CLI_0128,Accesorios,21552,2,Tienda Física
FAC_1645,2025-11-30,CLI_0226,Accesorios,24239,1,Web
FAC_2172,2025-11-03,CLI_0064,Tapetes,108512,1,Tienda Física
FAC_1996,2026-04-12,CLI_0011,Tapetes,77344,1,Tienda Física
FAC_1897,2026-07-28,CLI_0223,Tapetes,91488,1,Tienda Física
FAC_1253,2025-11-14,CLI_0123,Forros_Asiento,154088,1,WhatsApp
FAC_1594,2025-08-02,CLI_0191,Forros_Asiento,148122,2,Tienda Física
FAC_1074,2025-11-15,CLI_0069,Accesorios,24067,2,WhatsApp
FAC_1627,2025-11-27,CLI_0085,Tapetes,79098,1,Tienda Física
FAC_1316,2026-05-09,CLI_0218,Cubre_Volantes,43421,1,WhatsApp
FAC_1489,2026-06-17,,Tapetes,76574,2,Tienda Física
FAC_1675,2026-04-03,CLI_0013,tapetes,88647,1,Tienda Física
FAC_1531,2025-11-10,CLI_0166, Forros_Asiento ,86926,1,Tienda Física
FAC_1454,2026-03-03,CLI_0199,Tapetes,78756,1,Tienda Física
FAC_2169,2026-07-30,CLI_0249,Forros_Asiento,146812,2,Tienda Física
FAC_1474,2025-09-07,CLI_0080,Tapetes,94421,2,WhatsApp
FAC_1235,2025-09-03,CLI_0232,Forros_Asiento,158614,1,Tienda Física
FAC_1129,2025-08-11,CLI_0225,tapetes,83589,1,Tienda Física
FAC_1578,2025-09-11,CLI_0220,Forros_Asiento,125530,1,WhatsApp
FAC_1640,2026-05-08,CLI_0283,Tapetes,87722,2,WhatsApp
