ID_Factura,Fecha_Venta,ID_Cliente,Categoria_Producto,Precio_Unitario,Cantidad,Canal_Venta,Total_Venta
FAC_1250,2026-03-13,CLI_0297,Forros_Asiento,44574,1,Tienda Física,44574
FAC_1730,2026-08-01,CLI_0193,Accesorios,24403,2,Tienda Física,48806
FAC_1293,2026-05-05,CLI_0202,Forros_Asiento,76810,1,WhatsApp,76810
FAC_1643,2025-08-29,CLI_0074,Forros_Asiento,123768,3,WhatsApp,371304
FAC_2053,2026-07-26,CLI_0011,Tapetes,80889,1,WhatsApp,80889
FAC_1303,2025-08-07,CLI_0187,Forros_Asiento,147626,1,Tienda Física,147626
FAC_1724,2026-03-08,CLI_0298,Forros_Asiento,139849,2,Tienda Física,279698
FAC_1881,2026-07-15,CLI_0283,Forros_Asiento,150619,1,Tienda Física,150619
FAC_1065,2025-09-30,CLI_0063,Accesorios,25098,1,Tienda Física,25098
FAC_1583,2025-09-22,CLI_0253,Tapetes,88674,1,Tienda Física,88674
FAC_1138,2026-01-29,CLI_0151,Forros_Asiento,128372,2,Tienda Física,256744
FAC_1666,2025-10-16,CLI_0293,Accesorios,24972,1,WhatsApp,24972
FAC_1031,2025-08-20,CLI_0106,Tapetes,89264,2,Tienda Física,178528
FAC_1540,2026-03-19,CLI_0281,Forros_Asiento,151498,2,Tienda Física,302996
FAC_1734,2025-08-06,CLI_0030,Forros_Asiento,175471,1,Tienda Física,175471
FAC_1007,2026-07-03,CLI_0221,Tapetes,89464,1,Tienda Física,89464
FAC_2091,2026-06-04,CLI_0038,Tapetes,138947,1,Tienda Física,138947
FAC_2142,2026-05-29,CLI_0050,Tapetes,89390,2,Tienda Física,178780
FAC_1442,2026-07-24,CLI_0300,Forros_Asiento,138297,2,Tienda Física,276594
FAC_1996,2025-11-28,CLI_0189,Cubre_Volantes,49018,2,WhatsApp,98036
FAC_1456,2026-05-09,CLI_0138,Cubre_Volantes,43349,2,Tienda Física,86698
FAC_1251,2026-04-28,CLI_0245,Forros_Asiento,167169,1,Tienda Física,167169
FAC_1802,2026-06-28,CLI_0095,Forros_Asiento,158333,3,Tienda Física,474999
FAC_1775,2025-12-29,CLI_0181,Tapetes,89696,1,WhatsApp,89696
FAC_1345,2025-08-03,CLI_0012,Forros_Asiento,163505,1,Tienda Física,163505
FAC_1196,2025-11-05,CLI_0096,Accesorios,22484,1,Tienda Física,22484
FAC_2088,2026-06-16,CLI_0042,Tapetes,90258,1,Tienda Física,90258
FAC_2031,2025-10-10,CLI_0242,Tapetes,81936,1,Tienda Física,81936
FAC_1743,2025-08-06,CLI_0012,Accesorios,24284,1,Tienda Física,24284
FAC_1555,2025-10-28,CLI_0124,Tapetes,75897,3,WhatsApp,227691
FAC_1747,2026-05-26,CLI_0194,Tapetes,94918,1,Tienda Física,94918
FAC_1084,2026-02-08,CLI_0280,Accesorios,29055,3,Tienda Física,87165
FAC_1776,2026-06-10,CLI_0150,Tapetes,88198,1,Tienda Física,88198
FAC_1716,2026-03-31,CLI_0217,Forros_Asiento,25572,1,Tienda Física,25572
FAC_1405,2026-05-23,CLI_0151,Accesorios,28260,2,Tienda Física,56520
FAC_1843,2025-09-20,CLI_0104,Forros_Asiento,159789,1,Tienda Física,159789
FAC_1061,2026-02-13,CLI_0104,Forros_Asiento,138597,1,Tienda Física,138597
FAC_2064,2026-02-11,CLI_0110,Forros_Asiento,158759,1,Tienda Física,158759
FAC_1381,2026-05-03,CLI_0095,Tapetes,90171,3,Tienda Física,270513
FAC_1356,2025-08-29,CLI_0247,Tapetes,73194,1,Tienda Física,73194
FAC_2172,2025-12-09,CLI_0054,Forros_Asiento,149017,1,WhatsApp,149017
FAC_1671,2026-06-05,CLI_0058,Cubre_Volantes,50746,1,Tienda Física,50746
FAC_1229,2025-11-20,CLI_0008,Forros_Asiento,167206,1,Tienda Física,167206
FAC_1713,2025-09-12,CLI_0204,Forros_Asiento,136246,1,Tienda Física,136246
FAC_2059,2025-11-11,CLI_0275,Forros_Asiento,145141,2,WhatsApp,290282
FAC_1125,2026-03-07,CLI_0043,Tapetes,81093,1,Tienda Física,81093
FAC_1717,2025-10-22,CLI_0137,Forros_Asiento,188320,1,Tienda Física,188320
FAC_1261,2025-10-18,CLI_0267,Forros_Asiento,152941,1,WhatsApp,152941
FAC_2197,2026-01-10,CLI_0230,Accesorios,24993,1,WhatsApp,24993
FAC_1830,2026-04-08,CLI_0052,Forros_Asiento,150578,1,WhatsApp,150578
FAC_1083,2025-10-01,CLI_0154,Forros_Asiento,142212,3,WhatsApp,426636
FAC_1856,2025-11-13,CLI_0088,Forros_Asiento,150703,2,Web,301406
FAC_2050,2026-01-31,CLI_0116,Cubre_Volantes,42682,2,WhatsApp,85364
FAC_2138,2025-09-08,CLI_0011,Forros_Asiento,145734,2,Tienda Física,291468
FAC_1152,2026-04-13,CLI_0235,Tapetes,79439,2,Web,158878
FAC_1657,2026-04-06,CLI_0164,Forros_Asiento,147279,1,Tienda Física,147279
FAC_2001,2026-02-20,CLI_0238,Forros_Asiento,135330,1,Tienda Física,135330
FAC_1091,2026-03-14,CLI_0047,Tapetes,69751,1,WhatsApp,69751
FAC_1388,2025-08-30,CLI_0217,Tapetes,76745,1,Web,76745
FAC_1492,2026-05-20,CLI_0230,Tapetes,105778,1,WhatsApp,105778
FAC_1864,2026-02-23,CLI_0178,Forros_Asiento,151211,1,WhatsApp,151211
FAC_1298,2026-01-01,CLI_0244,Tapetes,94400,1,Tienda Física,94400
FAC_2051,2026-07-04,CLI_0039,Accesorios,28435,1,Web,28435
FAC_1880,2026-01-24,CLI_0158,Accesorios,28006,1,Tienda Física,28006
FAC_1152,2025-09-13,CLI_0090,Accesorios,24422,2,Tienda Física,48844
FAC_1488,2026-07-04,CLI_0095,Cubre_Volantes,46961,1,Web,46961
FAC_2096,2026-03-27,CLI_0246,Forros_Asiento,157927,2,Tienda Física,315854
FAC_1545,2026-05-12,CLI_0271,Accesorios,23312,1,WhatsApp,23312
FAC_1528,2026-05-22,CLI_0186,Forros_Asiento,147338,1,Tienda Física,147338
FAC_1511,2026-03-06,CLI_0185,Tapetes,84514,2,Tienda Física,169028
FAC_2132,2026-03-11,CLI_0224,Tapetes,148334,1,Tienda Física,148334
FAC_1274,2026-02-23,CLI_0215,Tapetes,74049,1,WhatsApp,74049
FAC_1646,2026-01-19,CLI_0271,Forros_Asiento,152356,2,WhatsApp,304712
FAC_2116,2026-06-30,CLI_0179,Forros_Asiento,148254,1,Tienda Física,148254
FAC_1750,2026-07-11,CLI_0009,Forros_Asiento,175435,3,Tienda Física,526305
FAC_1112,2026-01-28,CLI_0001,Cubre_Volantes,54466,1,Tienda Física,54466
FAC_1660,2026-06-16,CLI_0012,Tapetes,67448,1,Web,67448
FAC_1773,2025-10-06,CLI_0279,Accesorios,26962,2,Web,53924
FAC_1352,2026-04-19,CLI_0146,Forros_Asiento,93311,1,WhatsApp,93311
FAC_1577,2026-02-19,CLI_0160,Forros_Asiento,147615,1,Tienda Física,147615
FAC_1193,2025-09-01,CLI_0280,Tapetes,85938,1,Tienda Física,85938
FAC_1063,2026-04-28,CLI_0118,Forros_Asiento,145094,1,WhatsApp,145094
FAC_1999,2025-09-16,CLI_0203,Forros_Asiento,136537,1,WhatsApp,136537
FAC_1187,2025-08-22,CLI_0045,Forros_Asiento,151685,1,Tienda Física,151685
FAC_1794,2025-10-19,CLI_0151,Forros_Asiento,154844,1,Tienda Física,154844
FAC_1919,2026-03-31,CLI_0187,Forros_Asiento,140930,2,Tienda Física,281860
FAC_1930,2025-10-19,CLI_0294,Tapetes,80319,3,Tienda Física,240957
FAC_1490,2025-08-20,CLI_0158,Forros_Asiento,170521,1,Web,170521
FAC_1509,2026-01-09,CLI_0103,Forros_Asiento,161149,1,Tienda Física,161149
FAC_2097,2025-11-13,CLI_0168,Tapetes,90771,1,Tienda Física,90771
FAC_1264,2026-07-08,CLI_0137,Tapetes,85397,1,WhatsApp,85397
FAC_1288,2025-08-16,CLI_0077,Tapetes,85517,1,Tienda Física,85517
FAC_1223,2025-11-02,CLI_0058,Forros_Asiento,136074,1,Tienda Física,136074
FAC_2074,2025-08-02,CLI_0075,Tapetes,93448,1,Tienda Física,93448
FAC_1150,2026-02-28,CLI_0152,Cubre_Volantes,44490,1,Tienda Física,44490
FAC_1293,2026-03-29,CLI_0035,Accesorios,22776,1,WhatsApp,22776
FAC_1894,2026-07-31,CLI_0129,Accesorios,21163,2,Tienda Física,42326
FAC_2111,2026-05-09,CLI_0034,Forros_Asiento,157761,1,Tienda Física,157761
FAC_1184,2025-09-06,CLI_0048,Tapetes,79144,1,Tienda Física,79144
FAC_1226,2025-12-21,CLI_0274,Accesorios,26869,2,Tienda Física,53738
FAC_1915,2026-04-21,CLI_0137,Forros_Asiento,96363,2,Tienda Física,192726
FAC_1941,2025-08-21,CLI_0069,Forros_Asiento,159931,1,Tienda Física,159931
FAC_1669,2025-08-04,CLI_0013,Tapetes,95703,2,Tienda Física,191406
FAC_2020,2026-05-29,CLI_0067,Accesorios,24006,1,Tienda Física,24006
FAC_1336,2026-03-31,CLI_0099,Forros_Asiento,145850,1,Web,145850
FAC_1383,2026-01-06,CLI_0037,Forros_Asiento,144107,1,Tienda Física,144107
FAC_1806,2026-03-05,CLI_0060,Accesorios,23050,2,Tienda Física,46100
FAC_1006,2025-11-22,CLI_0206,Cubre_Volantes,47518,1,Tienda Física,47518
FAC_2186,2026-02-25,CLI_0276,Accesorios,24570,1,Tienda Física,24570
FAC_1315,2026-06-16,CLI_0220,Tapetes,167921,2,Tienda Física,335842
FAC_1783,2025-08-12,CLI_0192,Tapetes,79158,1,WhatsApp,79158
FAC_1074,2025-12-06,CLI_0144,Forros_Asiento,150159,1,WhatsApp,150159
FAC_1902,2026-07-16,CLI_0035,Accesorios,23430,2,WhatsApp,46860
FAC_1850,2026-02-05,CLI_0144,Forros_Asiento,148144,1,Tienda Física,148144
FAC_1040,2025-08-23,CLI_0083,Forros_Asiento,137834,1,WhatsApp,137834
FAC_2129,2026-04-24,CLI_0215,Forros_Asiento,141525,1,WhatsApp,141525
FAC_1274,2025-12-13,CLI_0026,Forros_Asiento,152295,1,Tienda Física,152295
FAC_1076,2026-05-01,CLI_0176,Tapetes,149784,1,Tienda Física,149784
FAC_1180,2025-11-15,CLI_0276,Tapetes,91216,1,Tienda Física,91216
FAC_2093,2026-07-25,CLI_0196,Tapetes,23099,1,WhatsApp,23099
FAC_1569,2026-05-27,CLI_0001,Tapetes,91751,1,Tienda Física,91751
FAC_1406,2026-02-19,CLI_0298,Accesorios,22201,1,Tienda Física,22201
FAC_1003,2026-07-21,CLI_0209,Forros_Asiento,151366,2,Tienda Física,302732
FAC_1896,2025-08-03,CLI_0099,Accesorios,26333,2,WhatsApp,52666
FAC_1589,2025-09-04,CLI_0273,Tapetes,76684,2,Tienda Física,153368
FAC_1637,2025-10-26,CLI_0079,Forros_Asiento,126712,2,Web,253424
FAC_1302,2026-04-30,CLI_0190,Tapetes,73223,2,Web,146446
FAC_1310,2026-04-09,CLI_0256,Forros_Asiento,142131,2,Tienda Física,284262
FAC_1074,2025-10-14,CLI_0236,Tapetes,84482,1,Tienda Física,84482
FAC_1969,2026-04-13,CLI_0192,Forros_Asiento,147874,1,Tienda Física,147874
FAC_1678,2026-05-08,CLI_0056,Forros_Asiento,153222,1,Tienda Física,153222
FAC_1715,2026-05-29,CLI_0130,Tapetes,81429,1,Web,81429
FAC_1677,2026-01-29,CLI_0069,Tapetes,77863,2,Web,155726
FAC_1608,2025-12-17,CLI_0265,Forros_Asiento,128863,1,Tienda Física,128863
FAC_1602,2026-04-17,CLI_0157,Tapetes,92034,1,Tienda Física,92034
FAC_1765,2025-11-02,CLI_0097,Forros_Asiento,154825,1,WhatsApp,154825
FAC_1407,2026-01-17,CLI_0018,Tapetes,24733,1,Tienda Física,24733
FAC_2093,2025-11-27,CLI_0196,Tapetes,85317,1,Web,85317
FAC_1951,2026-01-17,CLI_0052,Tapetes,87110,1,WhatsApp,87110
FAC_1568,2026-07-30,CLI_0298,Forros_Asiento,167083,1,Tienda Física,167083
FAC_1371,2026-07-02,CLI_0065,Accesorios,27504,1,Web,27504
FAC_1072,2025-09-18,CLI_0212,Tapetes,92820,1,WhatsApp,92820
FAC_1637,2026-01-13,CLI_0158,Accesorios,28063,1,Tienda Física,28063
FAC_2023,2025-12-21,CLI_0207,Forros_Asiento,134361,1,WhatsApp,134361
FAC_2052,2026-01-29,CLI_0291,Forros_Asiento,136631,1,WhatsApp,136631
FAC_1427,2026-07-27,CLI_0277,Forros_Asiento,148614,1,WhatsApp,148614
FAC_1793,2025-11-24,CLI_0074,Forros_Asiento,173547,1,Tienda Física,173547
FAC_1011,2026-03-05,CLI_0162,Forros_Asiento,151307,3,Tienda Física,453921
FAC_1421,2025-10-31,CLI_0147,Forros_Asiento,131740,1,WhatsApp,131740
FAC_1275,2026-05-01,CLI_0150,Forros_Asiento,168814,1,WhatsApp,168814
FAC_2052,2026-01-25,CLI_0198,Tapetes,86388,1,WhatsApp,86388
FAC_1630,2025-09-28,CLI_0027,Forros_Asiento,139810,1,Tienda Física,139810
FAC_1383,2025-12-26,CLI_0185,Forros_Asiento,144034,1,WhatsApp,144034
FAC_1020,2025-11-20,CLI_0294,Tapetes,85271,2,Tienda Física,170542
FAC_1343,2026-03-05,CLI_0034,Accesorios,27992,1,Tienda Física,27992
FAC_1475,2026-06-15,CLI_0287,Tapetes,91114,1,WhatsApp,91114
FAC_1369,2025-12-26,CLI_0224,Forros_Asiento,131259,1,Web,131259
FAC_1290,2026-04-03,CLI_0126,Tapetes,89567,2,Tienda Física,179134
FAC_1979,2025-11-27,CLI_0204,Tapetes,85615,1,WhatsApp,85615
FAC_1678,2026-01-11,CLI_0209,Tapetes,94272,1,Tienda Física,94272
FAC_1449,2025-08-15,CLI_0074,Forros_Asiento,133350,2,WhatsApp,266700
FAC_2030,2025-10-11,CLI_0097,Forros_Asiento,128567,1,Tienda Física,128567
FAC_1695,2026-02-01,CLI_0137,Cubre_Volantes,44968,1,Tienda Física,44968
FAC_1517,2026-02-13,CLI_0203,Forros_Asiento,178133,2,Tienda Física,356266
FAC_1920,2026-07-24,CLI_0274,Tapetes,81390,1,WhatsApp,81390
FAC_1545,2025-11-06,CLI_0265,Forros_Asiento,164250,1,Tienda Física,164250
FAC_1698,2025-08-30,CLI_0181,Forros_Asiento,149038,1,Tienda Física,149038
FAC_1799,2026-07-25,CLI_0076,Cubre_Volantes,36851,1,WhatsApp,36851
FAC_1433,2026-05-10,CLI_0200,Forros_Asiento,167266,1,WhatsApp,167266
FAC_1543,2025-09-10,CLI_0189,Cubre_Volantes,51270,2,WhatsApp,102540
FAC_1070,2026-01-10,CLI_0134,Tapetes,96419,1,WhatsApp,96419
FAC_1558,2025-09-11,CLI_0068,Tapetes,84350,1,WhatsApp,84350
FAC_1681,2025-11-01,CLI_0140,Cubre_Volantes,41021,1,Web,41021
FAC_1493,2026-02-02,CLI_0236,Tapetes,98031,2,Tienda Física,196062
FAC_1919,2026-02-05,CLI_0130,Forros_Asiento,164404,1,Tienda Física,164404
FAC_2053,2025-12-07,CLI_0192,Forros_Asiento,150394,2,Tienda Física,300788
FAC_1515,2026-07-14,CLI_0053,Tapetes,73501,1,Tienda Física,73501
FAC_1419,2025-12-18,CLI_0093,Accesorios,24157,1,Tienda Física,24157
FAC_1044,2026-06-29,CLI_0106,Tapetes,90790,1,WhatsApp,90790
FAC_1456,2026-02-19,CLI_0238,Tapetes,85419,2,Tienda Física,170838
FAC_1284,2026-04-26,CLI_0106,Tapetes,75223,1,WhatsApp,75223
FAC_1576,2026-06-15,CLI_0012,Accesorios,22502,1,WhatsApp,22502
FAC_1254,2025-08-19,CLI_0140,Forros_Asiento,89828,1,Tienda Física,89828
FAC_1315,2025-08-31,CLI_0010,Tapetes,87064,1,WhatsApp,87064
FAC_1102,2026-05-26,CLI_0167,Tapetes,88769,1,WhatsApp,88769
FAC_1981,2026-05-11,CLI_0294,Tapetes,165133,1,Tienda Física,165133
FAC_1122,2026-07-03,CLI_0145,Tapetes,90073,1,WhatsApp,90073
FAC_1172,2026-02-22,CLI_0018,Forros_Asiento,127059,1,Tienda Física,127059
FAC_1175,2025-08-09,CLI_0283,Forros_Asiento,142675,2,Tienda Física,285350
FAC_2134,2026-06-06,CLI_0018,Tapetes,167663,1,Tienda Física,167663
FAC_1733,2025-09-07,CLI_0246,Forros_Asiento,165009,1,WhatsApp,165009
FAC_1293,2026-07-11,CLI_0177,Forros_Asiento,163383,1,Web,163383
FAC_1459,2026-07-06,CLI_0279,Tapetes,22144,2,Tienda Física,44288
FAC_1217,2025-10-14,CLI_0285,Tapetes,71264,1,Tienda Física,71264
FAC_2200,2026-02-18,CLI_0108,Tapetes,87237,1,Web,87237
FAC_2194,2026-01-18,CLI_0282,Forros_Asiento,138929,1,WhatsApp,138929
FAC_2002,2025-08-16,CLI_0005,Forros_Asiento,143064,1,Tienda Física,143064
FAC_1048,2026-04-25,CLI_0143,Accesorios,22710,1,Tienda Física,22710
FAC_1427,2025-09-09,CLI_0255,Cubre_Volantes,48436,2,WhatsApp,96872
FAC_1066,2026-04-14,CLI_0108,Forros_Asiento,131469,1,WhatsApp,131469
FAC_1168,2025-12-31,CLI_0237,Forros_Asiento,144553,1,Tienda Física,144553
FAC_1920,2025-09-03,CLI_0221,Cubre_Volantes,41561,1,Tienda Física,41561
FAC_1883,2026-05-02,CLI_0146,Forros_Asiento,171705,2,WhatsApp,343410
FAC_1070,2026-02-23,CLI_0273,Forros_Asiento,171873,1,Tienda Física,171873
FAC_2101,2025-09-02,CLI_0090,Forros_Asiento,164366,1,Tienda Física,164366
FAC_1362,2026-01-05,CLI_0239,Cubre_Volantes,46308,1,Tienda Física,46308
FAC_1116,2026-04-25,CLI_0216,Cubre_Volantes,45299,1,Tienda Física,45299
FAC_1732,2025-11-24,CLI_0027,Forros_Asiento,176788,1,Tienda Física,176788
FAC_2186,2025-12-02,CLI_0214,Tapetes,88301,1,WhatsApp,88301
FAC_2005,2026-05-29,CLI_0186,Accesorios,26562,1,WhatsApp,26562
FAC_1788,2025-11-28,CLI_0037,Tapetes,69173,1,WhatsApp,69173
FAC_2093,2026-07-19,CLI_0019,Forros_Asiento,145539,1,Tienda Física,145539
FAC_1292,2025-10-08,CLI_0231,Forros_Asiento,120297,1,WhatsApp,120297
FAC_1927,2026-06-20,CLI_0085,Tapetes,76736,2,WhatsApp,153472
FAC_1215,2025-10-29,CLI_0296,Forros_Asiento,144736,1,Tienda Física,144736
FAC_1477,2026-03-24,CLI_0221,Forros_Asiento,155936,1,WhatsApp,155936
FAC_1741,2026-06-21,CLI_0071,Cubre_Volantes,45290,1,Tienda Física,45290
FAC_1634,2025-11-16,CLI_0182,Forros_Asiento,59435,1,WhatsApp,59435
FAC_1541,2026-04-03,CLI_0057,Forros_Asiento,119872,1,Tienda Física,119872
FAC_1197,2025-11-12,CLI_0153,Tapetes,78252,1,Tienda Física,78252
FAC_1532,2025-12-27,CLI_0109,Tapetes,77716,1,WhatsApp,77716
FAC_2081,2025-09-18,CLI_0118,Tapetes,86518,1,Tienda Física,86518
FAC_1208,2025-11-21,CLI_0258,Cubre_Volantes,43557,1,Tienda Física,43557
FAC_1786,2026-07-26,CLI_0081,Tapetes,87757,1,WhatsApp,87757
FAC_1884,2026-01-07,CLI_0214,Accesorios,24844,1,WhatsApp,24844
FAC_1572,2025-10-29,CLI_0109,Forros_Asiento,136493,1,Tienda Física,136493
FAC_1706,2026-02-26,CLI_0027,Forros_Asiento,106433,1,WhatsApp,106433
FAC_1290,2025-12-01,CLI_0072,Tapetes,81939,1,Tienda Física,81939
FAC_1451,2026-02-19,CLI_0038,Accesorios,23107,1,Tienda Física,23107
FAC_1873,2026-04-20,CLI_0179,Tapetes,79484,1,Web,79484
FAC_1884,2026-03-09,CLI_0204,Forros_Asiento,161392,1,Tienda Física,161392
FAC_2084,2025-08-21,CLI_0166,Forros_Asiento,141375,1,Tienda Física,141375
FAC_1764,2026-02-25,CLI_0140,Accesorios,26031,1,Web,26031
FAC_1804,2025-10-16,CLI_0108,Accesorios,28805,1,Web,28805
FAC_1798,2026-05-23,CLI_0045,Tapetes,84965,1,WhatsApp,84965
FAC_1763,2025-11-11,CLI_0004,Cubre_Volantes,50429,1,Tienda Física,50429
FAC_2097,2026-04-02,CLI_0219,Accesorios,27272,1,Tienda Física,27272
FAC_2076,2025-11-09,CLI_0168,Forros_Asiento,128497,1,WhatsApp,128497
FAC_1976,2025-10-27,CLI_0258,Tapetes,81630,1,Tienda Física,81630
FAC_2024,2026-01-28,CLI_0216,Accesorios,23835,1,Web,23835
FAC_1095,2026-05-08,CLI_0057,Accesorios,27850,3,WhatsApp,83550
FAC_1135,2026-03-02,CLI_0005,Tapetes,83295,1,Tienda Física,83295
FAC_1834,2026-01-24,CLI_0116,Accesorios,25460,1,Tienda Física,25460
FAC_1551,2025-08-16,CLI_0066,Forros_Asiento,149289,1,Web,149289
FAC_1195,2026-02-02,CLI_0199,Forros_Asiento,143253,1,Tienda Física,143253
FAC_1971,2025-12-22,CLI_0238,Tapetes,80721,1,WhatsApp,80721
FAC_1756,2026-07-12,CLI_0252,Accesorios,23974,1,Tienda Física,23974
FAC_1713,2026-02-16,CLI_0114,Tapetes,78368,2,Tienda Física,156736
FAC_1553,2025-09-23,CLI_0243,Forros_Asiento,139912,1,Tienda Física,139912
FAC_1330,2026-06-03,CLI_0082,Tapetes,88429,1,Tienda Física,88429
FAC_1138,2026-05-31,CLI_0002,Forros_Asiento,144681,3,Tienda Física,434043
FAC_2186,2025-11-08,CLI_0181,Tapetes,87509,1,Tienda Física,87509
FAC_1059,2026-05-04,CLI_0128,Accesorios,21552,2,Tienda Física,43104
FAC_1645,2025-11-30,CLI_0226,Accesorios,24239,1,Web,24239
FAC_2172,2025-11-03,CLI_0064,Tapetes,108512,1,Tienda Física,108512
FAC_1996,2026-04-12,CLI_0011,Tapetes,77344,1,Tienda Física,77344
FAC_1897,2026-07-28,CLI_0223,Tapetes,91488,1,Tienda Física,91488
FAC_1253,2025-11-14,CLI_0123,Forros_Asiento,154088,1,WhatsApp,154088
FAC_1594,2025-08-02,CLI_0191,Forros_Asiento,148122,2,Tienda Física,296244
FAC_1074,2025-11-15,CLI_0069,Accesorios,24067,2,WhatsApp,48134
FAC_1627,2025-11-27,CLI_0085,Tapetes,79098,1,Tienda Física,79098
FAC_1316,2026-05-09,CLI_0218,Cubre_Volantes,43421,1,WhatsApp,43421
FAC_1675,2026-04-03,CLI_0013,Tapetes,88647,1,Tienda Física,88647
FAC_1531,2025-11-10,CLI_0166,Forros_Asiento,86926,1,Tienda Física,86926
FAC_1454,2026-03-03,CLI_0199,Tapetes,78756,1,Tienda Física,78756
FAC_2169,2026-07-30,CLI_0249,Forros_Asiento,146812,2,Tienda Física,293624
FAC_1474,2025-09-07,CLI_0080,Tapetes,94421,2,WhatsApp,188842
FAC_1235,2025-09-03,CLI_0232,Forros_Asiento,158614,1,Tienda Física,158614
FAC_1129,2025-08-11,CLI_0225,Tapetes,83589,1,Tienda Física,83589
FAC_1578,2025-09-11,CLI_0220,Forros_Asiento,125530,1,WhatsApp,125530
FAC_1640,2026-05-08,CLI_0283,Tapetes,87722,2,WhatsApp,175444
FAC_2197,2026-06-07,CLI_0087,Forros_Asiento,159415,2,WhatsApp,318830
FAC_1612,2025-08-08,CLI_0066,Forros_Asiento,178008,2,Tienda Física,356016
FAC_1494,2026-07-27,CLI_0103,Tapetes,89869,2,Web,179738
FAC_1560,2025-09-27,CLI_0216,Tapetes,89424,1,Tienda Física,89424
FAC_1760,2026-02-27,CLI_0028,Tapetes,88575,1,Tienda Física,88575
FAC_1870,2025-10-22,CLI_0115,Tapetes,97468,1,Web,97468
FAC_1160,2026-04-02,CLI_0049,Cubre_Volantes,37506,1,WhatsApp,37506
FAC_1895,2026-06-20,CLI_0132,Forros_Asiento,160357,1,Tienda Física,160357
FAC_2200,2026-01-09,CLI_0188,Tapetes,85789,1,Tienda Física,85789
FAC_1610,2025-10-07,CLI_0181,Tapetes,99333,1,Tienda Física,99333
FAC_1719,2026-05-27,CLI_0169,Forros_Asiento,140560,1,Tienda Física,140560
FAC_1383,2026-05-11,CLI_0188,Forros_Asiento,146088,1,Tienda Física,146088
FAC_1109,2025-12-18,CLI_0059,Accesorios,27726,2,WhatsApp,55452
FAC_2135,2025-12-18,CLI_0123,Forros_Asiento,136460,1,Web,136460
FAC_1695,2025-09-11,CLI_0247,Forros_Asiento,134397,3,Tienda Física,403191
FAC_1362,2026-07-21,CLI_0171,Tapetes,84021,1,Tienda Física,84021
FAC_1280,2026-04-16,CLI_0100,Tapetes,22784,2,WhatsApp,45568
FAC_1749,2026-03-01,CLI_0170,Forros_Asiento,129974,1,Tienda Física,129974
FAC_1398,2026-04-18,CLI_0172,Forros_Asiento,134915,1,WhatsApp,134915
FAC_1321,2025-12-13,CLI_0020,Tapetes,48684,1,WhatsApp,48684
FAC_1709,2025-08-04,CLI_0092,Cubre_Volantes,41911,1,Tienda Física,41911
FAC_1450,2025-11-24,CLI_0069,Forros_Asiento,159318,2,Web,318636
FAC_1999,2026-06-05,CLI_0030,Cubre_Volantes,42720,1,Tienda Física,42720
FAC_1881,2026-04-29,CLI_0163,Tapetes,89548,1,WhatsApp,89548
FAC_1332,2026-06-29,CLI_0256,Tapetes,139012,1,Web,139012
FAC_1735,2025-08-15,CLI_0255,Forros_Asiento,150003,2,Tienda Física,300006
FAC_1981,2026-04-25,CLI_0204,Forros_Asiento,163172,1,Tienda Física,163172
FAC_1316,2026-05-16,CLI_0114,Forros_Asiento,129922,2,Tienda Física,259844
FAC_2001,2025-12-01,CLI_0115,Forros_Asiento,163425,1,WhatsApp,163425
FAC_1133,2026-02-08,CLI_0211,Forros_Asiento,28604,1,Tienda Física,28604
FAC_1408,2025-11-16,CLI_0170,Forros_Asiento,132431,3,WhatsApp,397293
FAC_1793,2025-09-15,CLI_0072,Accesorios,22112,1,Tienda Física,22112
FAC_1618,2025-12-17,CLI_0022,Tapetes,82390,2,WhatsApp,164780
FAC_1312,2025-12-29,CLI_0018,Forros_Asiento,140200,1,Tienda Física,140200
FAC_1443,2025-12-13,CLI_0134,Tapetes,67852,1,WhatsApp,67852
FAC_1683,2026-04-17,CLI_0072,Tapetes,90417,2,WhatsApp,180834
FAC_1788,2025-11-13,CLI_0150,Forros_Asiento,139430,1,Tienda Física,139430
FAC_1996,2026-05-11,CLI_0233,Forros_Asiento,153691,1,Tienda Física,153691
FAC_1103,2026-05-14,CLI_0269,Forros_Asiento,149316,1,Web,149316
FAC_1363,2025-11-28,CLI_0120,Cubre_Volantes,43673,1,WhatsApp,43673
FAC_2116,2025-09-12,CLI_0210,Forros_Asiento,171214,2,Web,342428
FAC_1833,2025-09-14,CLI_0293,Forros_Asiento,45097,1,Tienda Física,45097
FAC_1934,2025-11-09,CLI_0174,Forros_Asiento,51619,1,WhatsApp,51619
FAC_1754,2026-04-05,CLI_0192,Tapetes,83267,2,WhatsApp,166534
FAC_1435,2026-06-15,CLI_0029,Forros_Asiento,145897,2,Tienda Física,291794
FAC_1552,2026-01-08,CLI_0198,Accesorios,26443,1,Tienda Física,26443
FAC_1866,2025-09-30,CLI_0168,Forros_Asiento,153568,1,Tienda Física,153568
FAC_1116,2026-07-31,CLI_0214,Forros_Asiento,141750,1,Web,141750
FAC_1743,2026-01-10,CLI_0161,Forros_Asiento,120343,2,Tienda Física,240686
FAC_2017,2026-06-17,CLI_0101,Forros_Asiento,160842,1,WhatsApp,160842
FAC_1263,2026-06-10,CLI_0255,Tapetes,119504,3,WhatsApp,358512
